"FID","ANALYST","OBS_YEAR","MISSION_ID","SITE","SEGMENT","SEGLENGTH","SEGWIDTH","NO_COLONY_","SPCODE","FRAGMENT_Y","MORPH_CODE","EX_BOUND","OLDDEAD","RDCAUSE1","RD_1","RDCAUSE2","RD_2","RDCAUSE3","RD_3","CON_1","EXTENT_1","SEV_1","CON_2","EXTENT_2","SEV_2","CON_3","EXTENT_3","SEV_3","SHAPE_Leng","SEGAREA","site_seg"
2019,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070079525,2.5,"LAN-01813 5"
2020,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"EM",0,85,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.065962187,2.5,"LAN-01813 5"
2027,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLUT",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.172700463,2.5,"LAN-01813 5"
2029,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.056273971,2.5,"LAN-01813 5"
2037,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"BR",0,90,"FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.218003051,2.5,"LAN-01813 5"
2038,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.055902505,2.5,"LAN-01813 5"
2039,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.090237742,2.5,"LAN-01813 5"
2040,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"PRS",3,0,"NA",0,0,"NA",0,0,0.058088209,2.5,"LAN-01813 5"
2041,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084247256,2.5,"LAN-01813 5"
2042,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"POSP",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081444767,2.5,"LAN-01813 5"
2043,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.175920805,2.5,"LAN-01813 5"
2044,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086797753,2.5,"LAN-01813 5"
2045,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064931425,2.5,"LAN-01813 5"
2046,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080124153,2.5,"LAN-01813 5"
2047,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PVAR",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.052680642,2.5,"LAN-01813 5"
2048,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.050473062,2.5,"LAN-01813 5"
2049,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055875756,2.5,"LAN-01813 5"
2050,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.081930518,2.5,"LAN-01813 5"
2051,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.091712431,2.5,"LAN-01813 5"
2052,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059737509,2.5,"LAN-01813 5"
2053,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"EM",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055947476,2.5,"LAN-01813 5"
2058,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"EM",0,5,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.067147599,2.5,"LAN-01813 5"
2066,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.089944705,2.5,"LAN-01813 5"
2068,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.067487629,2.5,"LAN-01813 5"
2071,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,60,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.139073831,2.5,"LAN-01813 5"
2072,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLUT",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.098047183,2.5,"LAN-01813 5"
2082,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.05870545,2.5,"LAN-01813 5"
2084,"MA",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057702686,2.5,"LAN-01813 5"
2095,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.338360829,2.5,"LAN-01813 5"
2098,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.084369308,2.5,"LAN-01813 5"
2099,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098642638,2.5,"LAN-01813 5"
2100,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.143479406,2.5,"LAN-01813 5"
2103,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086944178,2.5,"LAN-01813 5"
2105,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.113451752,2.5,"LAN-01813 5"
2106,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.083308102,2.5,"LAN-01813 5"
2107,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.403626956,2.5,"LAN-01813 5"
2108,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,1,"NA",0,0,"NA",0,0,0.054450161,2.5,"LAN-01813 5"
2109,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,80,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.12960841,2.5,"LAN-01813 5"
2110,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"ALG",1,0,"NA",0,0,"NA",0,0,0.109631612,2.5,"LAN-01813 5"
2120,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLUT",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.172710683,2.5,"LAN-01813 5"
2134,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,70,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.110808392,2.5,"LAN-01813 5"
2135,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.07601605,2.5,"LAN-01813 5"
2145,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLUT",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.091894286,2.5,"LAN-01813 5"
2146,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,75,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.140452198,2.5,"LAN-01813 5"
2162,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,90,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.08498188,2.5,"LAN-01813 5"
2164,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,45,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.057301396,2.5,"LAN-01813 5"
2167,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.059188681,2.5,"LAN-01813 5"
2168,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.087492457,2.5,"LAN-01813 5"
2173,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.067368389,2.5,"LAN-01813 5"
2174,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.081558384,2.5,"LAN-01813 5"
2175,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PMEA",0,"KN",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050016498,2.5,"LAN-01813 5"
2176,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.054531918,2.5,"LAN-01813 5"
2177,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.08965757,2.5,"LAN-01813 5"
2178,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050243607,2.5,"LAN-01813 5"
2179,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.105026187,2.5,"LAN-01813 5"
2180,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLUT",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.099731891,2.5,"LAN-01813 5"
2181,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.103377414,2.5,"LAN-01813 5"
2182,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.214203571,2.5,"LAN-01813 5"
2183,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PVAR",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.056575701,2.5,"LAN-01813 5"
2184,"RS",2019,"SE1902","LAN-01813","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080919713,2.5,"LAN-01813 5"
2185,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"MCAP",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.240357504,2.5,"LAN-01817 5"
2186,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.133824848,2.5,"LAN-01817 5"
2187,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.152111966,2.5,"LAN-01817 5"
2188,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.112767237,2.5,"LAN-01817 5"
2189,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.410974573,2.5,"LAN-01817 5"
2195,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070866142,2.5,"LAN-01817 5"
2197,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.080905377,2.5,"LAN-01817 5"
2198,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.081018826,2.5,"LAN-01817 5"
2199,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"POSP",0,"KN",0,3,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.06992975,2.5,"LAN-01817 5"
2200,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.106760153,2.5,"LAN-01817 5"
2201,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,40,"FISH",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.405477743,2.5,"LAN-01817 5"
2203,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,50,"GAST",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.138287563,2.5,"LAN-01817 5"
2204,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,25,"GAST",7,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.127401806,2.5,"LAN-01817 5"
2208,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"EM",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.101809674,2.5,"LAN-01817 5"
2209,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,4,"NA",0,"NA",0,"NA",0,"PRS",2,0,"NA",0,0,"NA",0,0,0.09267416,2.5,"LAN-01817 5"
2210,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"ALG",2,0,"NA",0,0,"NA",0,0,0.08336624,2.5,"LAN-01817 5"
2211,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,25,"NA",0,"NA",0,"NA",0,"ALG",5,0,"NA",0,0,"NA",0,0,0.195410235,2.5,"LAN-01817 5"
2212,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"PRS",3,0,"NA",0,0,"NA",0,0,0.053908256,2.5,"LAN-01817 5"
2213,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.064366218,2.5,"LAN-01817 5"
2214,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,15,"GAST",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.134652293,2.5,"LAN-01817 5"
2215,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"EM",0,15,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.154240591,2.5,"LAN-01817 5"
2216,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.050578454,2.5,"LAN-01817 5"
2217,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.079969307,2.5,"LAN-01817 5"
2218,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.095968172,2.5,"LAN-01817 5"
2219,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.217986605,2.5,"LAN-01817 5"
2220,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,35,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.120479873,2.5,"LAN-01817 5"
2221,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061722362,2.5,"LAN-01817 5"
2222,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.114546802,2.5,"LAN-01817 5"
2223,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098855298,2.5,"LAN-01817 5"
2224,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,2,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.070050626,2.5,"LAN-01817 5"
2225,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.136198751,2.5,"LAN-01817 5"
2226,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.076913003,2.5,"LAN-01817 5"
2227,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.104857714,2.5,"LAN-01817 5"
2228,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.068226827,2.5,"LAN-01817 5"
2229,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"FISH",1,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.069890843,2.5,"LAN-01817 5"
2230,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"MPAT",0,"EM",0,3,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.098192973,2.5,"LAN-01817 5"
2231,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.052432242,2.5,"LAN-01817 5"
2232,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"ALG",3,0,"NA",0,0,"NA",0,0,0.136316177,2.5,"LAN-01817 5"
2233,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.199660963,2.5,"LAN-01817 5"
2234,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,70,"COTS",20,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.086795046,2.5,"LAN-01817 5"
2235,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.088194444,2.5,"LAN-01817 5"
2236,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,55,"NA",0,"NA",0,"NA",0,"ALG",4,0,"NA",0,0,"NA",0,0,0.248151666,2.5,"LAN-01817 5"
2237,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,15,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.184874064,2.5,"LAN-01817 5"
2238,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,15,"SEDI",3,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.163932242,2.5,"LAN-01817 5"
2240,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055411371,2.5,"LAN-01817 5"
2242,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,35,"PRED",5,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.142302494,2.5,"LAN-01817 5"
2243,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.082771614,2.5,"LAN-01817 5"
2249,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"POSP",0,"KN",0,0,"FISH",2,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.063666396,2.5,"LAN-01817 5"
2250,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,30,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.129584336,2.5,"LAN-01817 5"
2256,"MA",2019,"SE1902","LAN-01817","5",2.5,1,0,"PBER",0,"EM",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.014176742,2.5,"LAN-01817 5"
2262,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,5,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.151102118,2.5,"LAN-01817 5"
2263,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"MCAP",0,"EM",0,20,"NA",0,"NA",0,"NA",0,"BLE",100,3,"NA",0,0,"NA",0,0,0.115533977,2.5,"LAN-01817 5"
2264,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"MCAP",0,"EM",0,10,"NA",0,"NA",0,"NA",0,"BLE",100,2,"NA",0,0,"NA",0,0,0.165364566,2.5,"LAN-01817 5"
2265,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.055743071,2.5,"LAN-01817 5"
2266,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,10,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.053809757,2.5,"LAN-01817 5"
2267,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PCOM",0,"MD",0,1,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.061249979,2.5,"LAN-01817 5"
2268,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,50,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.11924282,2.5,"LAN-01817 5"
2283,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.078208056,2.5,"LAN-01817 5"
2284,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,20,"NA",0,"NA",0,"NA",0,"BLE",5,2,"NA",0,0,"NA",0,0,0.086466872,2.5,"LAN-01817 5"
2285,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PMEA",0,"BR",0,0,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.062585941,2.5,"LAN-01817 5"
2286,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,40,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.072196746,2.5,"LAN-01817 5"
2287,"RS",2019,"SE1902","LAN-01817","5",2.5,1,0,"PLOB",0,"MD",0,65,"NA",0,"NA",0,"NA",0,"NA",0,0,"NA",0,0,"NA",0,0,0.096520102,2.5,"LAN-01817 5"
